Basin,Name,Date,Time,Indicator,Status,Latitude,Longitude,Max_Wind_Speed,Min_Pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW,Radius_Max_Wind
AL031897,UNNAMED,18970921,200,L,TS,26.7N,82.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,18970923,1000,L,TS,35.2N,75.7W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,18970924,1100,L,TS,40.8N,72.7W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031897,UNNAMED,18970924,1300,L,TS,41.3N,72.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051897,UNNAMED,18971020,2000,L,TS,35.2N,75.5W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061897,UNNAMED,18971025,2300,L,TS,36.1N,75.8W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,18980802,300,L,TS,27.1N,80.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011898,UNNAMED,18980802,2300,L,HU,29.7N,84.8W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021898,UNNAMED,18980831,700,L,HU,32.1N,80.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051898,UNNAMED,18980920,1100,L,TS,29.6N,92.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061898,UNNAMED,18980928,700,L,TS,29.4N,94.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071898,UNNAMED,18981002,1600,L,HU,30.9N,81.4W,115,938,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL011899,UNNAMED,18990627,900,L,TS,29.1N,95.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,18990730,1000,L,TS,24.9N,80.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021899,UNNAMED,18990801,1700,L,HU,29.7N,84.7W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL031899,UNNAMED,18990818,100,L,HU,35.2N,75.8W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061899,UNNAMED,18991005,1000,L,TS,27.9N,82.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091899,UNNAMED,18991031,900,L,HU,33.6N,79.0W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL011900,UNNAMED,19000909,200,L,HU,29.1N,95.1W,120,936,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL041900,UNNAMED,19000913,600,L,TS,29.1N,89.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041900,UNNAMED,19000913,1500,L,TS,30.3N,88.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061900,UNNAMED,19001012,300,L,TS,29.5N,83.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011901,UNNAMED,19010613,2100,L,TS,29.9N,84.6W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021901,UNNAMED,19010710,1000,L,TS,28.6N,96.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031901,UNNAMED,19010711,700,L,HU,36.0N,75.8W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031901,UNNAMED,19010712,2200,L,TS,34.0N,77.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,19010810,2200,L,TS,26.3N,80.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,19010814,2100,L,HU,29.3N,89.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041901,UNNAMED,19010815,1700,L,HU,30.4N,88.8W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL081901,UNNAMED,19010917,2000,L,TS,30.4N,86.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101901,UNNAMED,19010928,300,L,TS,29.9N,84.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011902,UNNAMED,19020614,2300,L,TS,29.8N,83.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021902,UNNAMED,19020626,2100,L,TS,27.7N,97.2W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041902,UNNAMED,19021010,2100,L,TS,30.3N,87.3W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,19030911,2300,L,HU,26.1N,80.1W,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031903,UNNAMED,19030913,2300,L,HU,30.1N,85.6W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45
AL041903,UNNAMED,19030916,1100,L,HU,39.1N,74.7W,70,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021904,UNNAMED,19040914,1300,L,HU,33.1N,79.2W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,19041017,800,L,HU,25.3N,80.3W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041904,UNNAMED,19041020,1000,L,TS,25.5N,81.2W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061904,UNNAMED,19041103,1200,L,TS,30.3N,86.7W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031905,UNNAMED,19050929,1000,L,TS,29.6N,92.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051905,UNNAMED,19051009,1700,L,TS,29.5N,91.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011906,UNNAMED,19060612,2000,L,TS,30.1N,85.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,19060617,300,L,HU,24.7N,81.1W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021906,UNNAMED,19060617,800,L,HU,25.2N,80.7W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL051906,UNNAMED,19060917,2200,L,HU,33.3N,79.2W,80,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL061906,UNNAMED,19060927,1100,L,HU,30.2N,88.6W,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45
AL081906,UNNAMED,19061018,1000,L,HU,24.7N,81.1W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081906,UNNAMED,19061018,1200,L,HU,25.3N,80.7W,105,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL081906,UNNAMED,19061021,900,L,TS,30.0N,81.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011907,UNNAMED,19070628,2300,L,TS,30.3N,85.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021907,UNNAMED,19070921,1700,L,TS,30.4N,88.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031907,UNNAMED,19070928,2000,L,TS,30.1N,85.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021908,UNNAMED,19080529,2100,L,HU,35.2N,75.6W,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021908,UNNAMED,19080530,2300,L,TS,41.3N,72.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031908,UNNAMED,19080731,1100,L,HU,34.6N,77.1W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041908,UNNAMED,19080731,2200,L,TS,29.5N,91.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051908,UNNAMED,19080901,800,L,TS,34.6N,76.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021909,UNNAMED,19090629,1700,L,HU,26.1N,97.2W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,19090628,2000,L,TS,26.0N,80.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031909,UNNAMED,19090630,1400,L,TS,30.1N,84.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041909,UNNAMED,19090721,1700,L,HU,28.9N,95.3W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL081909,UNNAMED,19090829,900,L,TS,26.4N,80.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091909,UNNAMED,19090921,0,L,HU,29.5N,91.3W,100,952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL111909,UNNAMED,19091011,1800,L,HU,24.7N,81.0W,100,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL031910,UNNAMED,19100914,2200,L,HU,26.9N,97.4W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051910,UNNAMED,19101018,600,L,HU,26.5N,82.0W,95,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL021911,UNNAMED,19110811,2200,L,HU,30.3N,87.5W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031911,UNNAMED,19110828,1000,L,HU,32.2N,80.7W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL011912,UNNAMED,19120613,500,L,TS,29.6N,91.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021912,UNNAMED,19120715,1500,L,TS,31.3N,81.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041912,UNNAMED,19120914,800,L,HU,30.3N,88.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50
AL061912,UNNAMED,19121016,1800,L,HU,27.1N,97.4W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011913,UNNAMED,19130628,100,L,HU,27.1N,97.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041913,UNNAMED,19130903,800,L,HU,34.7N,76.6W,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL051913,UNNAMED,19131008,1400,L,HU,33.1N,79.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011914,UNNAMED,19140917,700,L,TS,30.6N,81.4W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011915,UNNAMED,19150801,1800,L,HU,28.7N,80.8W,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL021915,UNNAMED,19150817,700,L,HU,29.2N,95.1W,115,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL041915,UNNAMED,19150904,1100,L,HU,30.0N,85.4W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL061915,UNNAMED,19150929,1800,L,HU,29.0N,90.3W,110,944,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL011916,UNNAMED,19160514,600,L,TS,25.1N,81.0W,35,1006,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021916,UNNAMED,19160705,2100,L,HU,30.4N,88.4W,105,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL031916,UNNAMED,19160721,1300,L,TS,41.4N,71.2W,60,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041916,UNNAMED,19160714,800,L,HU,32.9N,79.5W,95,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL061916,UNNAMED,19160818,2200,L,HU,27.0N,97.4W,115,932,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL071916,UNNAMED,19160825,800,L,TS,25.6N,80.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091916,UNNAMED,19160906,600,L,TS,33.9N,78.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121916,UNNAMED,19161004,2100,L,TS,31.5N,81.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL141916,UNNAMED,19161018,1400,L,HU,30.4N,87.4W,95,970,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL041917,UNNAMED,19170929,200,L,HU,30.4N,86.6W,100,949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL011918,UNNAMED,19180806,1800,L,HU,29.8N,93.2W,105,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL031918,UNNAMED,19180824,2100,L,HU,34.8N,76.8W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL011919,UNNAMED,19190704,1100,L,TS,30.4N,87.0W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021919,UNNAMED,19190910,700,L,HU,24.6N,82.9W,130,927,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL021919,UNNAMED,19190914,2100,L,HU,27.2N,97.3W,100,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL041919,UNNAMED,19191001,100,L,TS,31.2N,81.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021920,UNNAMED,19200922,100,L,HU,29.1N,90.8W,85,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL031920,UNNAMED,19200923,600,L,TS,33.7N,78.2W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051920,UNNAMED,19200930,900,L,TS,28.9N,82.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011921,UNNAMED,19210622,1800,L,HU,28.5N,95.9W,80,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL061921,UNNAMED,19211025,2000,L,HU,28.1N,82.8W,100,958,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL011923,UNNAMED,19230626,500,L,TS,29.1N,90.1W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061923,UNNAMED,19231016,600,L,HU,29.2N,91.0W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45
AL071923,UNNAMED,19231019,900,L,TS,41.3N,70.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081923,UNNAMED,19231018,100,L,TS,30.3N,89.0W,50,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051924,UNNAMED,19240915,1400,L,HU,29.7N,85.3W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081924,UNNAMED,19240929,2100,L,TS,30.0N,84.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101924,UNNAMED,19241021,100,L,HU,25.8N,81.8W,80,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL041925,UNNAMED,19251201,300,L,TS,26.3N,81.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011926,UNNAMED,19260728,1000,L,HU,29.0N,80.8W,90,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL031926,UNNAMED,19260825,2300,L,HU,29.2N,90.9W,100,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071926,UNNAMED,19260918,1200,L,HU,25.6N,80.3W,125,930,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071926,UNNAMED,19260920,2200,L,HU,30.3N,87.5W,100,955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL051927,UNNAMED,19271003,900,L,TS,32.5N,80.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011928,UNNAMED,19280808,700,L,HU,27.3N,80.2W,85,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL011928,UNNAMED,19280810,400,L,TS,30.0N,84.3W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021928,UNNAMED,19280813,300,L,TS,24.7N,81.4W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021928,UNNAMED,19280814,1400,L,TS,29.9N,84.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041928,UNNAMED,19280917,0,L,HU,26.7N,80.0W,125,929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL041928,UNNAMED,19280918,1900,L,HU,32.5N,80.3W,75,977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35
AL011929,UNNAMED,19290628,2100,L,HU,28.3N,96.4W,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL021929,UNNAMED,19290928,1300,L,HU,25.0N,80.5W,100,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL021929,UNNAMED,19291001,400,L,HU,30.2N,85.7W,70,975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021930,UNNAMED,19300909,900,L,TS,27.5N,82.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011931,UNNAMED,19310627,2200,L,TS,26.6N,97.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021931,UNNAMED,19310715,1000,L,TS,29.2N,91.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021932,UNNAMED,19320814,400,L,HU,29.0N,95.2W,130,935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL031932,UNNAMED,19320830,400,L,TS,25.3N,80.3W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031932,UNNAMED,19320901,500,L,HU,30.2N,88.1W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061932,UNNAMED,19320915,400,L,TS,30.0N,83.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081932,UNNAMED,19320919,1900,L,TS,29.6N,91.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031933,UNNAMED,19330723,800,L,TS,28.6N,96.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051933,UNNAMED,19330730,1600,L,HU,27.1N,80.1W,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL061933,UNNAMED,19330823,1000,L,HU,35.8N,75.6W,80,963,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL061933,UNNAMED,19330823,1200,L,HU,36.1N,75.8W,75,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081933,UNNAMED,19330905,400,L,HU,26.1N,97.2W,110,940,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL111933,UNNAMED,19330904,500,L,HU,26.9N,80.1W,110,948,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
AL111933,UNNAMED,19330905,400,L,TS,29.2N,82.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011934,UNNAMED,19340616,1900,L,HU,29.7N,91.7W,85,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
AL031934,UNNAMED,19340725,1700,L,HU,28.1N,96.8W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL061934,UNNAMED,19340903,1000,L,TS,35.0N,76.2W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071934,UNNAMED,19340909,200,L,HU,40.7N,73.0W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071934,UNNAMED,19340909,400,L,TS,41.2N,73.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111934,UNNAMED,19341006,100,L,TS,30.3N,87.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031935,UNNAMED,19350903,200,L,HU,24.8N,80.8W,160,892,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL031935,UNNAMED,19350904,2200,L,HU,29.6N,83.4W,85,965,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL071935,UNNAMED,19351104,1800,L,HU,25.9N,80.1W,85,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL011936,UNNAMED,19360615,800,L,TS,25.9N,81.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031936,UNNAMED,19360627,1600,L,HU,27.9N,97.0W,70,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5
AL041936,UNNAMED,19360727,1600,L,TS,29.1N,90.2W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,19360729,200,L,TS,25.3N,80.3W,55,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051936,UNNAMED,19360731,1400,L,HU,30.4N,86.6W,90,964,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL091936,UNNAMED,19360821,2200,L,TS,28.9N,80.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011937,UNNAMED,19370729,2200,L,TS,28.1N,82.8W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031937,UNNAMED,19370830,1400,L,TS,29.1N,80.9W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,19370919,1800,L,TS,29.1N,89.3W,40,1002,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071937,UNNAMED,19370920,1600,L,TS,29.7N,85.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101937,UNNAMED,19371003,1200,L,TS,29.5N,92.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101937,UNNAMED,19371003,1400,L,TS,29.8N,92.0W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031938,UNNAMED,19380815,100,L,HU,29.8N,93.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061938,UNNAMED,19380921,2000,L,HU,40.7N,72.9W,105,941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL061938,UNNAMED,19380921,2100,L,HU,41.3N,72.9W,100,946,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,40
AL071938,UNNAMED,19381017,1300,L,TS,29.3N,94.8W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011939,UNNAMED,19390616,1300,L,TS,30.3N,87.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,19390811,2300,L,HU,27.2N,80.2W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021939,UNNAMED,19390813,600,L,HU,30.4N,86.4W,65,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041939,UNNAMED,19390926,800,L,TS,29.1N,90.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021940,UNNAMED,19400807,2100,L,HU,29.7N,94.1W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL031940,UNNAMED,19400811,2000,L,HU,32.1N,80.8W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25
AL061940,UNNAMED,19400924,900,L,TS,29.8N,93.4W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021941,UNNAMED,19410923,2200,L,HU,28.8N,95.6W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL051941,UNNAMED,19411006,1000,L,HU,25.5N,80.2W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,19411006,1100,L,HU,25.5N,80.3W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10
AL051941,UNNAMED,19411007,900,L,HU,29.9N,84.6W,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL061941,UNNAMED,19411020,1400,L,TS,29.0N,83.0W,40,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021942,UNNAMED,19420821,1300,L,HU,29.5N,94.6W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031942,UNNAMED,19420830,900,L,HU,28.3N,96.6W,100,950,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20
AL011943,UNNAMED,19430727,1800,L,HU,29.5N,94.6W,90,967,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
